"","bill_number","bill_link","bill_name","current_status","first_house_progress","second_house_progress","after_passage_progress","description","sponsors","requester","bill_history","democrat_sponsor_count","republican_sponsor_count","total_days_spent","season_years_active","party","general_status","chapter","year"
"48",1047,"https://app.leg.wa.gov/billsummary?BillNumber=1047&Year=2021&Initiative=false","HB 1047","HHC/Wellness","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring coverage for hearing instruments for children and adolescents.","Wicks, Orwall, Leavitt, Simmons, Kloba, Ortiz-Self, Bateman, Wylie, Gregerson, Goodman, Bronoske, Valdez, Callan, Riccelli, Frame, Rule, Davis, Bergquist, Pollet","No Requester","2021 REGULAR SESSION: Start Dec 23 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",20,0,383,"2021-2022","democrat","in committee",NA,NA
"49",1048,"https://app.leg.wa.gov/billsummary?BillNumber=1048&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1048","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the removal of specific religious references regarding the criminal mistreatment of children and vulnerable adults from a statute.","Wicks, Thai, Gregerson","No Requester","2021 REGULAR SESSION: Start Dec 23 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Feb 14. IN THE SENATE: Start Feb 16 End Mar 10.",3,0,442,"2021-2022","democrat","rules committee",NA,NA
"50",1049,"https://app.leg.wa.gov/billsummary?BillNumber=1049&Year=2021&Initiative=false","Engrossed - EHB 1049","C 201 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the off-site delivery of a vehicle by a vehicle dealer licensed under chapter 46.70 RCW.","Kirby, Vick, Kloba, Leavitt, Ryu, Morgan, Ramel, Springer, Stokesbary","No Requester","2021 REGULAR SESSION: Start Dec 23 End Jan 27. IN THE SENATE: Start Jan 29 End Apr 10. IN THE HOUSE: Start Apr 13 End Apr 14. IN THE SENATE: Start Apr 19 End Apr 19. OTHER THAN LEGISLATIVE ACTION: Start Apr 20 End May 10.",7,2,138,"2021","bipartisan","passed",201,21
"51",1050,"https://app.leg.wa.gov/billsummary?BillNumber=1050&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1050","C 315 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Reducing greenhouse gas emissions from fluorinated gases.","Fitzgibbon, Ortiz-Self, Leavitt, Duerr, Chopp, Ramel, Peterson, Goodman, Ryu, Callan, Ramos, Ormsby, Pollet, Stonier, Fey, Macri, Bergquist","No Requester","2021 REGULAR SESSION: Start Dec 23 End Feb 23. IN THE SENATE: Start Feb 25 End Apr 7. IN THE HOUSE: Start Apr 12 End Apr 14. IN THE SENATE: Start Apr 19 End Apr 19. OTHER THAN LEGISLATIVE ACTION: Start Apr 20 End May 17.",17,0,145,"2021","democrat","passed",315,21
"52",1051,"https://app.leg.wa.gov/billsummary?BillNumber=1051&Year=2021&Initiative=false","HB 1051","C 12 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Adding a faculty member to the board of regents at the research universities.","Pollet, Leavitt, Shewmake, Kloba, Ryu, Chopp, Fitzgibbon, Ortiz-Self, Goodman, Valdez, Lovick, Frame, Santos, Macri, Stokesbary, Bergquist","No Requester","2021 REGULAR SESSION: Start Dec 23 End Mar 10. 2022 REGULAR SESSION: Start Jan 10 End Feb 15. IN THE SENATE: Start Feb 17 End Mar 3. IN THE HOUSE: Start Mar 3 End Mar 3. IN THE SENATE: Start Mar 4 End Mar 4. OTHER THAN LEGISLATIVE ACTION: Start Mar 7 End Mar 11.",15,1,443,"2021-2022","bipartisan","passed",12,22
"53",1052,"https://app.leg.wa.gov/billsummary?BillNumber=1052&Year=2021&Initiative=false","Substitute - SHB 1052","C 13 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning group insurance contract performance standards.","Bateman, Cody, Kloba, Macri","No Requester","2021 REGULAR SESSION: Start Dec 23 End Jan 27. IN THE SENATE: Start Jan 29 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 14. IN THE SENATE: Start Jan 18 End Mar 2. IN THE HOUSE: Start Mar 2 End Mar 2. IN THE SENATE: Start Mar 2 End Mar 2. OTHER THAN LEGISLATIVE ACTION: Start Mar 7 End Mar 11.",4,0,443,"2021-2022","democrat","passed",13,22
"54",1053,"https://app.leg.wa.gov/billsummary?BillNumber=1053&Year=2021&Initiative=false","Substitute - SHB 1053","HRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Delaying the implementation of restrictions on carryout bags.","Peterson, Dye, Kloba, Ortiz-Self","No Requester","2021 REGULAR SESSION: Start Dec 24 End Jan 26. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",3,1,382,"2021-2022","bipartisan","x-file",NA,NA
"55",1054,"https://app.leg.wa.gov/billsummary?BillNumber=1054&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1054","C 320 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Establishing requirements for tactics and equipment used by peace officers.","Jesse Johnson, Entenman, Dolan, Ryu, Berry, Simmons, Bateman, Kloba, Lekanoff, Duerr, Fitzgibbon, Slatter, Wylie, Ramos, Berg, Tharinger, Ramel, Ortiz-Self, Senn, Peterson, Gregerson, Valdez, Callan, Hackney, Morgan, Chopp, Cody, Ormsby, Taylor, Frame, Santos, Macri, Davis, Pollet, Bergquist, Harris-Talley","No Requester","2021 REGULAR SESSION: Start Dec 24 End Feb 27. IN THE SENATE: Start Mar 2 End Apr 6. IN THE HOUSE: Start Apr 14 End Apr 14. IN THE SENATE: Start Apr 19 End Apr 22. IN THE HOUSE: Start Apr 22 End Apr 22. IN THE SENATE: Start Apr 23 End Apr 23. IN THE HOUSE: Start Apr 23 End Apr 24. IN THE SENATE: Start Apr 25 End Apr 25. OTHER THAN LEGISLATIVE ACTION: Start Apr 26 End May 18.",35,1,145,"2021","bipartisan","passed",320,21
"56",1055,"https://app.leg.wa.gov/billsummary?BillNumber=1055&Year=2021&Initiative=false","HB 1055","C 24 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Extending the expiration date for reporting requirements on timber purchases.","Berg, Abbarno, Shewmake, Walen, Orcutt, Ramos, Tharinger, Callan","No Requester","2021 REGULAR SESSION: Start Dec 28 End Feb 5. IN THE SENATE: Start Feb 9 End Mar 30. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",6,2,107,"2021","bipartisan","passed",24,21
"57",1056,"https://app.leg.wa.gov/billsummary?BillNumber=1056&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1056","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning open public meeting notice requirements and declared emergencies.","Pollet, Goehner, Kloba, Lekanoff, Leavitt, Senn, Callan, Fey","No Requester","2021 REGULAR SESSION: Start Dec 28 End Jan 22. IN THE SENATE: Start Jan 28 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Feb 22.",7,1,421,"2021-2022","bipartisan","rules committee",NA,NA
"58",1057,"https://app.leg.wa.gov/billsummary?BillNumber=1057&Year=2021&Initiative=false","Substitute - SHB 1057","HEnv & Energy","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Clarifying the meaning of the term ""enjoyment of life and property"" within the clean air act.","Pollet, Valdez, Fitzgibbon, Ryu, Ramel, Duerr","No Requester","2021 REGULAR SESSION: Start Dec 28 End Feb 15. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",6,0,378,"2021-2022","democrat","in committee",NA,NA
"59",1058,"https://app.leg.wa.gov/billsummary?BillNumber=1058&Year=2021&Initiative=false","HB 1058","HFinance","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Modifying the sales and use tax for cultural access programs by allowing the tax to be imposed by a councilmanic or commission authority and defining timelines and priorities for action.","Bateman, Ryu, Wylie, Tharinger, Goodman, Senn, Fitzgibbon, Pollet, Macri, Jesse Johnson, Bergquist","No Requester","2021 REGULAR SESSION: Start Dec 29 End Feb 17. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",12,0,377,"2021-2022","democrat","in committee",NA,NA
"60",1059,"https://app.leg.wa.gov/billsummary?BillNumber=1059&Year=2021&Initiative=false","Substitute - SHB 1059","HRules R","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning fireworks prohibitions adopted by cities or counties.","Fitzgibbon, Cody, Kloba, Pollet","No Requester","2021 REGULAR SESSION: Start Dec 29 End Feb 2. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",4,0,377,"2021-2022","democrat","rules committee",NA,NA
"61",1060,"https://app.leg.wa.gov/billsummary?BillNumber=1060&Year=2021&Initiative=false","HB 1060","HState Govt & T","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring legislative approval to extend a gubernatorial proclamation of a state of emergency.","Dent, Dufault, Caldier, Corry, Young, Graham, Rude, Jacobsen, Schmick","No Requester","2021 REGULAR SESSION: Start Dec 29 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",0,9,377,"2021-2022","republican","in committee",NA,NA
"62",1061,"https://app.leg.wa.gov/billsummary?BillNumber=1061&Year=2021&Initiative=false","2nd Substitute - 2SHB 1061","C 56 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning youth eligible for developmental disability services who are expected to exit the child welfare system.","Senn, Dent, Leavitt, Wicks, Slatter, Wylie, Simmons, Kloba, Ortiz-Self, Gregerson, Callan, Young, Morgan, Frame, Santos, Rule, Davis","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 26. IN THE SENATE: Start Mar 2 End Apr 7. IN THE HOUSE: Start Apr 9 End Apr 9. IN THE SENATE: Start Apr 10 End Apr 10. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",14,2,102,"2021","bipartisan","passed",56,21
"63",1062,"https://app.leg.wa.gov/billsummary?BillNumber=1062&Year=2021&Initiative=false","HB 1062","HCommerce & Gam","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the creation of a limited spirits retail license.","Kirby, Vick, Corry, Ryu","No Requester","2021 REGULAR SESSION: Start Jan 4 End Jan 21. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",2,2,371,"2021-2022","bipartisan","in committee",NA,NA
"64",1063,"https://app.leg.wa.gov/billsummary?BillNumber=1063&Year=2021&Initiative=false","HB 1063","C 57 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing additional renewals for behavioral health professional trainee and associate credentials.","Harris, Cody, Bateman, Kloba, Ortiz-Self, Leavitt, Slatter, Tharinger, Callan, Riccelli, Macri, Rule, Davis, Pollet","No Requester","2021 REGULAR SESSION: Start Dec 31 End Jan 29. IN THE SENATE: Start Feb 3 End Apr 6. IN THE HOUSE: Start Apr 7 End Apr 7. IN THE SENATE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",13,1,106,"2021","bipartisan","passed",57,21
"65",1064,"https://app.leg.wa.gov/billsummary?BillNumber=1064&Year=2021&Initiative=false","Substitute - SHB 1064","C 25 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Requiring the disclosure of high-speed internet access availability in the seller's disclosure statement.","Eslick, Kloba, Leavitt, Wylie, Gregerson, Ryu, Young, Robertson, Kirby, Fey","No Requester","2021 REGULAR SESSION: Start Dec 31 End Feb 5. IN THE SENATE: Start Feb 9 End Apr 3. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",7,3,104,"2021","bipartisan","passed",25,21
"66",1065,"https://app.leg.wa.gov/billsummary?BillNumber=1065&Year=2021&Initiative=false","HB 1065","HHC/Wellness","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning epidemic or pandemic vaccines.","Eslick, Young","No Requester","2021 REGULAR SESSION: Start Dec 31 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",0,2,375,"2021-2022","republican","in committee",NA,NA
"67",1066,"https://app.leg.wa.gov/billsummary?BillNumber=1066&Year=2021&Initiative=false","HB 1066","HEducation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the powers and duties of educational service district boards.","Stonier, Harris, Ortiz-Self, Dolan, Wylie, Callan","No Requester","2021 REGULAR SESSION: Start Dec 31 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",4,1,375,"2021-2022","bipartisan","in committee",NA,NA
"68",1067,"https://app.leg.wa.gov/billsummary?BillNumber=1067&Year=2021&Initiative=false","HB 1067","HRules C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Designating the Suciasaurus rex as the official dinosaur of the state of Washington.","Morgan, Ybarra, Shewmake, Gregerson, Kirby, Ormsby","No Requester","2021 REGULAR SESSION: Start Dec 31 End Mar 10. 2022 REGULAR SESSION: Start Jan 10 End Feb 22.",5,1,418,"2021-2022","bipartisan","rules committee",NA,NA
"69",1068,"https://app.leg.wa.gov/billsummary?BillNumber=1068&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1068","C 26 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Exempting election security information from public records disclosure.","Dolan, Valdez, Kloba, Gregerson, Wylie","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 24. IN THE SENATE: Start Feb 26 End Mar 29. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",5,0,100,"2021","democrat","passed",26,21
"70",1069,"https://app.leg.wa.gov/billsummary?BillNumber=1069&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1069","C 296 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning local government fiscal flexibility.","Pollet, Duerr, Leavitt, Wylie, Tharinger, Kloba, Senn, Ryu, Callan, Fey","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 25. IN THE SENATE: Start Mar 1 End Apr 11. IN THE HOUSE: Start Apr 13 End Apr 13. IN THE SENATE: Start Apr 19 End Apr 19. OTHER THAN LEGISLATIVE ACTION: Start Apr 20 End May 13.",10,0,129,"2021","democrat","passed",296,21
"71",1070,"https://app.leg.wa.gov/billsummary?BillNumber=1070&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1070","C 27 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Modifying allowed uses of local tax revenue for affordable housing and related services to include the acquisition and construction of affordable housing and facilities.","Ryu, Macri, Walen, Chopp, Santos, Fitzgibbon, Ramel, Wylie, Ramos, Bateman, Tharinger, Simmons, Kloba, Peterson, Gregerson, Goodman, Sells, Bronoske, Valdez, Callan, Hackney, Cody, Ormsby, Riccelli, Springer, Fey, Davis, Pollet, Harris-Talley","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 25. IN THE SENATE: Start Mar 1 End Mar 30. IN THE HOUSE: Start Apr 3 End Apr 3. IN THE SENATE: Start Apr 5 End Apr 5. OTHER THAN LEGISLATIVE ACTION: Start Apr 8 End Apr 14.",28,1,100,"2021","bipartisan","passed",27,21
"72",1071,"https://app.leg.wa.gov/billsummary?BillNumber=1071&Year=2021&Initiative=false","HB 1071","HPublic Safety","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning bias-based criminal offenses.","Valdez, Lekanoff, Leavitt, Fitzgibbon, Kloba, Ramel, Senn, Ortiz-Self, Gregerson, Goodman, Ryu, Ormsby, Santos, Macri, Jesse Johnson, Davis, Pollet, Bergquist","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 17. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",18,0,371,"2021-2022","democrat","in committee",NA,NA
"73",1072,"https://app.leg.wa.gov/billsummary?BillNumber=1072&Year=2021&Initiative=false","HB 1072","C 58 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Removing only one of the restrictions on the use of civil legal aid funds.","Lekanoff, Valdez, Wylie, Simmons, Kloba, Gregerson, Santos, Macri, Pollet","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 12. IN THE SENATE: Start Feb 16 End Apr 5. IN THE HOUSE: Start Apr 7 End Apr 7. IN THE SENATE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 13 End Apr 16.",8,0,102,"2021","democrat","passed",58,21
"74",1073,"https://app.leg.wa.gov/billsummary?BillNumber=1073&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SHB 1073","C 109 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding coverage of the paid family and medical leave program.","Berry, Wicks, Fitzgibbon, Bateman, Tharinger, Simmons, Kloba, Ramel, Ortiz-Self, Goodman, Ryu, Bronoske, Hackney, Chopp, Riccelli, Stonier, Frame, Macri, Davis, Pollet, Bergquist, Harris-Talley","No Requester","2021 REGULAR SESSION: Start Jan 4 End Mar 3. IN THE SENATE: Start Mar 6 End Apr 7. IN THE HOUSE: Start Apr 13 End Apr 14. IN THE SENATE: Start Apr 16 End Apr 16. OTHER THAN LEGISLATIVE ACTION: Start Apr 16 End Apr 21.",22,1,107,"2021","bipartisan","passed",109,21
"75",1074,"https://app.leg.wa.gov/billsummary?BillNumber=1074&Year=2021&Initiative=false","Substitute - SHB 1074","C 190 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning overdose and suicide fatality reviews. (REVISED FOR PASSED LEGISLATURE: Concerning overdose, withdrawal, and suicide fatality reviews.)","Peterson, Rude, Leavitt, Wylie, Kloba, Ortiz-Self, Callan, Riccelli, Davis, Pollet","No Requester","2021 REGULAR SESSION: Start Jan 4 End Feb 3. IN THE SENATE: Start Feb 5 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 21. IN THE SENATE: Start Jan 25 End Mar 1. IN THE HOUSE: Start Mar 7 End Mar 8. IN THE SENATE: Start Mar 10 End Mar 10. OTHER THAN LEGISLATIVE ACTION: Start Mar 10 End Mar 30.",9,1,450,"2021-2022","bipartisan","passed",190,22
"76",1075,"https://app.leg.wa.gov/billsummary?BillNumber=1075&Year=2021&Initiative=false","2nd Substitute - 2SHB 1075","HRules C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Reducing emissions from vehicles associated with on-demand transportation services.","Berry, Fitzgibbon, Leavitt, Ramel, Peterson, Kloba, Chopp, Ormsby, Pollet, Santos, Macri","No Requester","2021 REGULAR SESSION: Start Jan 4 End Mar 10. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",10,0,371,"2021-2022","democrat","rules committee",NA,NA
"77",1076,"https://app.leg.wa.gov/billsummary?BillNumber=1076&Year=2021&Initiative=false","2nd Substitute - 2SHB 1076","HRules 3C","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Allowing whistleblowers to bring actions on behalf of the state for violations of workplace protections.","Hansen, Fitzgibbon, Berry, Dolan, Jesse Johnson, Ramos, Simmons, Ramel, Ortiz-Self, Gregerson, Ryu, Bronoske, Valdez, Callan, Kloba, Hackney, Chopp, Ormsby, Stonier, Frame, Santos, Macri, Pollet, Harris-Talley","No Requester","2021 REGULAR SESSION: Start Jan 5 End Mar 5. IN THE SENATE: Start Mar 8 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",22,1,370,"2021-2022","bipartisan","rules committee",NA,NA
"78",1077,"https://app.leg.wa.gov/billsummary?BillNumber=1077&Year=2021&Initiative=false","HB 1077","HApprops","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning Federal Way school district regionalization.","Jesse Johnson, Gregerson","No Requester","2021 REGULAR SESSION: Start Jan 5 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",2,0,370,"2021-2022","democrat","in committee",NA,NA
